,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
327,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5
328,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0.0,25,136,161
329,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181
330,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102
331,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270
332,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87
333,4,1,11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26
334,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243
335,2,0,5,7,0,1,1,2,0.56,0.5303,0.94,0.1045,13,223,236
336,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90
337,2,1,5,11,0,5,1,1,0.56,0.5303,0.35,0.2537,88,203,291
338,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0.0,5,37,42
339,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985,77,245,322
340,3,1,9,20,0,2,1,1,0.58,0.5455,0.56,0.1343,40,421,461
341,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.19399999999999998,0,15,15
342,2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638
343,1,0,3,8,0,5,1,1,0.18,0.19699999999999998,0.74,0.1343,6,222,228
344,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,16,45,61
345,4,0,11,1,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11
346,1,0,1,19,0,5,1,1,0.16,0.19699999999999998,0.55,0.0896,3,92,95
347,2,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4
348,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33,156,189
349,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78
350,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162
351,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522
352,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218
353,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302
354,1,0,2,19,0,1,1,2,0.32,0.3485,0.7,0.0,5,123,128
355,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,14,348,362
356,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35
357,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407
358,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40
359,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0.0,7,16,23
360,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,388,585
361,3,0,9,5,0,4,1,2,0.6,0.5152,0.94,0.1045,2,28,30
362,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96
363,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238
364,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0.0,6,31,37
365,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4
366,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.19399999999999998,9,46,55
367,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.19399999999999998,19,50,69
368,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7
369,1,0,1,4,1,1,0,2,0.18,0.19699999999999998,0.43,0.1343,1,2,3
370,2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307
371,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.19399999999999998,0,2,2
372,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62
373,2,1,5,22,0,5,1,1,0.56,0.5303,0.35,0.2239,44,190,234
374,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203
375,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.19399999999999998,93,684,777
376,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35
377,3,0,9,10,0,0,0,1,0.7,0.6667,0.74,0.1343,150,147,297
378,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4
379,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109
380,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369
381,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6
382,3,0,9,13,0,0,0,1,0.56,0.5303,0.6,0.1343,162,214,376
383,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784
384,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284,7,111,118
385,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,5,7,12
386,1,0,3,23,0,0,0,2,0.22,0.19699999999999998,1.0,0.4179,0,9,9
387,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168
388,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0.0,55,128,183
389,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88
390,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,52
391,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275
392,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105
393,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.19399999999999998,130,196,326
394,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143
395,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204
396,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.19399999999999998,18,329,347
397,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
398,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10
399,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.19399999999999998,57,251,308
400,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24
401,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115
402,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221
403,2,1,5,1,0,1,1,2,0.52,0.5,0.77,0.19399999999999998,1,8,9
404,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12
405,3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,111,857,968
406,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97
407,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37
408,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332
409,1,0,2,9,0,2,1,1,0.22,0.19699999999999998,0.29,0.4478,2,108,110
410,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239
411,3,0,9,12,0,4,1,2,0.66,0.6061,0.83,0.1642,25,151,176
412,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120
413,2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531
414,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331
415,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43
416,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164,199
417,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.19399999999999998,3,3,6
418,3,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49
419,3,1,8,4,0,6,0,1,0.72,0.6970000000000001,0.79,0.19399999999999998,2,11,13
420,2,1,4,4,0,4,1,2,0.48,0.4697,0.59,0.0896,1,2,3
421,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223
422,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363
423,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402
424,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39
425,2,1,5,2,0,6,0,1,0.58,0.5455,0.88,0.0,24,51,75
426,3,0,6,3,0,4,1,2,0.72,0.6970000000000001,0.74,0.1642,1,4,5
427,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86
428,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125
429,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390
430,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103
431,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,4,16,20
432,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896,4,83,87
433,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23
434,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7
435,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98
436,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351
437,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241
438,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15
439,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114
440,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,50,216,266
441,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,372,653
442,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65
443,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,0.19399999999999998,71,399,470
444,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,25,96,121
445,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383
446,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0.0,0,22,22
447,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209
448,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.19399999999999998,5,21,26
449,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476
450,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65
451,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
452,2,1,5,19,0,5,1,1,0.7,0.6515,0.51,0.1343,64,388,452
453,2,1,5,19,0,1,1,1,0.58,0.5455,0.56,0.3284,83,463,546
454,1,1,12,10,0,1,1,2,0.2,0.2121,0.69,0.1343,33,87,120
455,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
456,2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2
457,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194
458,3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,1,7,8
459,3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0.0,2,9,11
460,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403
461,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230
462,3,1,6,20,0,5,1,2,0.76,0.6970000000000001,0.55,0.5224,31,171,202
463,1,0,1,10,0,6,0,2,0.18,0.19699999999999998,0.8,0.1642,5,56,61
464,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397
465,1,0,2,14,0,4,1,1,0.22,0.19699999999999998,0.37,0.3881,4,43,47
466,3,1,9,12,0,2,1,1,0.64,0.6212,0.33,0.0,62,254,316
467,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114,150
468,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499
469,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75
470,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,4,64,68
471,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404
472,2,0,4,12,0,6,0,1,0.52,0.5,0.42,0.3881,178,238,416
473,4,0,11,19,1,5,0,1,0.32,0.3182,0.39,0.1642,17,182,199
474,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286
475,4,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,20,544,564
476,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70
477,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0.0,0,10,10
478,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0.0,9,42,51
479,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,17,97,114
480,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30
481,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83
482,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26
483,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95
484,3,1,8,5,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33
485,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201
486,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237
487,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18
488,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126
489,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.19399999999999998,4,8,12
490,2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320
491,1,1,12,11,0,5,1,2,0.28,0.2727,0.52,0.2239,71,107,178
492,4,1,10,11,0,6,0,1,0.64,0.6061,0.65,0.2537,258,389,647
493,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327
494,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.19399999999999998,7,131,138
495,3,1,7,20,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,85,438,523
496,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95
497,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
498,2,1,5,19,0,5,1,1,0.62,0.6212,0.41,0.19399999999999998,91,392,483
499,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305
500,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
501,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113
502,4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196
503,2,1,5,3,0,5,1,1,0.46,0.4545,0.72,0.0896,6,8,14
504,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393
505,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26,45,71
506,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32
507,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525
508,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322
509,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64
510,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257
511,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186
512,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238
513,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1
514,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238
515,3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,2,19,21
516,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582
517,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93
518,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176
519,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,42,228,270
520,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467
521,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.19399999999999998,3,7,10
522,1,1,12,18,0,1,1,2,0.26,0.2727,0.48,0.1343,10,112,122
523,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93
524,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165
525,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,8,144,152
526,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272
527,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21,21
528,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,72,507,579
529,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520
530,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,115
531,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398
532,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70
533,2,1,6,12,0,3,1,1,0.86,0.8029999999999999,0.47,0.1642,30,150,180
534,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6
535,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,54,451,505
536,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280
537,2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23
538,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125
539,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199
540,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
541,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195
542,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220
543,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42,115,157
544,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.19399999999999998,6,81,87
545,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660
546,1,1,1,23,0,0,0,1,0.16,0.19699999999999998,0.43,0.0896,3,26,29
547,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167
548,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6
549,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308
550,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365
551,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.19399999999999998,18,71,89
552,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194
553,2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,6,29,35
554,1,0,2,6,0,4,1,2,0.12,0.1212,0.54,0.2836,0,26,26
555,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.19399999999999998,139,296,435
556,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40,130,170
557,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192
558,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469
559,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373
560,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59
561,4,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388
562,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843
563,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97
564,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.19399999999999998,35,160,195
565,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248
566,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7
567,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133
568,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169
569,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140
570,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180
571,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0.0,0,6,6
572,2,0,6,4,0,4,1,2,0.72,0.6970000000000001,0.79,0.0896,2,4,6
573,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24
574,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203
575,3,0,9,17,0,1,1,1,0.72,0.6667,0.51,0.1642,75,515,590
576,4,1,11,8,0,1,1,1,0.24,0.2879,0.65,0.0,9,629,638
577,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4
578,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2
579,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,0,22,22
580,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66
581,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80
582,3,1,8,11,0,6,0,1,0.86,0.8029999999999999,0.47,0.2537,155,315,470
583,2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,35,86,121
584,3,1,7,7,0,3,1,1,0.74,0.6970000000000001,0.66,0.1642,23,472,495
585,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12
586,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3
587,1,1,12,1,0,6,0,2,0.24,0.2424,0.75,0.0896,6,31,37
588,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283
589,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300
590,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,30,188,218
591,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85
592,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87
593,2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27
594,3,1,9,0,0,5,1,1,0.54,0.5152,0.68,0.0,13,53,66
595,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273
596,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24
597,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47
598,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490
599,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332
600,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.19399999999999998,19,257,276
601,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149
602,4,0,11,22,0,4,1,1,0.4,0.4091,0.82,0.0,21,116,137
603,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214
604,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447
605,3,0,9,1,0,4,1,3,0.62,0.5455,0.94,0.1045,0,4,4
606,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51
607,2,1,5,14,0,5,1,2,0.66,0.6212,0.74,0.2836,83,159,242
608,2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106
609,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177
610,2,1,5,20,0,1,1,2,0.58,0.5455,0.88,0.19399999999999998,11,178,189
611,1,1,12,8,0,1,1,1,0.22,0.2727,0.69,0.0,4,62,66
612,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45
613,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62
614,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,205,223,428
615,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70
616,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
617,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52
618,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277
619,4,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262
620,1,1,12,20,0,3,1,3,0.32,0.303,0.93,0.2537,0,32,32
621,3,1,7,18,0,1,1,1,0.84,0.8029999999999999,0.53,0.0,97,697,794
622,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26
623,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,38,681,719
624,3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0.0,17,437,454
625,2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,10,28,38
626,2,1,5,2,0,4,1,2,0.48,0.4697,0.88,0.1045,0,3,3
627,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260
628,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,7,4,11
629,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626
630,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,3,97,100
631,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428
632,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,261,243,504
633,4,1,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,4,84,88
634,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22
635,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
636,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536
637,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163
638,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
639,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197
640,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456
641,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
642,4,1,12,2,0,4,1,1,0.32,0.3485,0.66,0.0,2,6,8
643,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896,0,12,12
644,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.19399999999999998,131,391,522
645,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18
646,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125
647,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
648,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210
649,2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,5,37,42
650,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151
651,2,1,5,4,0,0,0,1,0.52,0.5,0.68,0.0896,2,14,16
652,2,1,5,22,0,4,1,1,0.56,0.5303,0.43,0.0896,42,209,251
653,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29,29
654,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,52,375,427
655,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49
